Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:2243005


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2243005;1;01/04/2024;1;"0,0";"0,0";1;0;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2243005;1;01/03/2024;1;"39,7";"182,9";6;17;1;1;1;;0;"0,0";"24,4";"0,0";"0,0";"0,0";"39,7";"2,2";"7,5";"0,0";"8,0";"1,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,8";"6,9";"27,4";"0,0";"4,7";"3,5";"7,7";"11,5";"6,1";"0,0";"5,1";"6,7";"2,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243005;1;01/02/2024;1;"44,1";"244,1";16;16;1;1;1;;0;"6,9";"15,1";"0,0";"0,0";"10,9";"16,9";"0,0";"0,0";"33,6";"0,0";"0,0";"0,0";"19,0";"23,8";"16,1";"44,1";"0,0";"0,0";"1,0";"0,0";"29,0";"3,8";"4,0";"4,6";"6,3";"0,0";"0,0";"0,0";"9,0";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2243005;1;01/01/2024;1;"92,3";"357,8";14;13;2;2;2;;0;"0,0";"0,0";"9,4";"25,9";"2,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"22,1";"32,0";"92,3";"0,0";"10,3";"0,0";"0,0";"0,0";"0,0";"15,2";"1,5";"0,0";"14,5";"0,0";"0,0";"0,0";"15,3";"88,7";"28,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
2243005;1;01/12/2023;1;"22,0";"68,1";24;9;1;1;1;;0;"3,0";"0,0";"0,0";"0,0";"1,5";"0,0";"12,6";"0,4";"1,6";"0,0";"0,0";"0,0";"7,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"22,0";"0,0";"9,3";"10,4";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243005;1;01/11/2023;1;"25,6";"88,4";1;7;1;1;1;;0;"25,6";"0,0";"0,0";"7,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,5";"0,0";"0,0";"0,0";"17,8";"3,4";"0,0";"0,0";"6,2";"0,0";"0,0";"0,0";"0,0";"16,5";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2243005;1;01/10/2023;1;"27,6";"155,5";6;16;1;1;1;;0;"6,6";"11,5";"1,7";"0,0";"0,0";"27,6";"0,0";"16,9";"0,0";"10,0";"0,0";"0,0";"11,7";"0,0";"0,7";"0,0";"16,4";"11,1";"0,0";"0,0";"0,0";"0,7";"0,0";"0,0";"3,5";"1,1";"12,8";"0,0";"0,0";"22,3";"0,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243005;1;01/09/2023;1;"10,3";"19,3";29;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"8,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,3";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2243005;1;01/08/2023;1;"15,5";"45,3";28;7;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,3";"0,0";"0,0";"0,0";"0,0";"0,0";"13,2";"0,0";"0,0";"0,0";"0,0";"5,6";"8,1";"15,5";"1,1";"0,5";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243005;1;01/07/2023;1;"7,0";"9,4";14;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,0";"0,0";"0,0";"0,0";"2,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
