Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:2243250


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2243250;1;01/06/2024;1;"13,9";"27,5";5;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"13,9";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";"0,0";"2,2";"0,0";"11,3";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2243250;1;01/05/2024;1;"34,2";"98,1";15;7;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"34,2";"14,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,9";"0,0";"0,0";"0,0";"12,1";"21,5";"13,3";"2,1";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243250;1;01/04/2024;1;"25,8";"26,2";18;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"25,8";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2243250;1;01/03/2024;1;"51,5";"173,6";23;15;1;1;1;;0;"0,0";"1,1";"0,0";"0,0";"0,0";"39,0";"0,0";"0,0";"0,0";"2,5";"11,3";"11,2";"12,4";"0,0";"0,0";"0,0";"0,0";"0,0";"4,5";"0,0";"0,0";"0,0";"51,5";"1,3";"21,2";"10,0";"2,9";"3,2";"1,3";"0,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243250;1;01/02/2024;1;"55,9";"178,2";16;11;1;1;1;;0;"2,3";"22,7";"0,0";"0,0";"50,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,5";"0,0";"7,3";"55,9";"0,0";"0,0";"0,0";"1,3";"1,2";"22,3";"7,3";"0,0";"0,0";"0,0";"0,9";"0,0";"0,0";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2243250;1;01/01/2024;1;"62,1";"402,9";21;22;1;1;1;;0;"2,1";"1,7";"3,5";"55,5";"16,1";"11,3";"4,1";"0,0";"0,0";"0,0";"0,0";"1,3";"11,0";"41,4";"1,3";"0,0";"0,0";"0,0";"17,5";"0,0";"62,1";"32,5";"21,9";"33,1";"3,7";"56,5";"1,7";"11,2";"11,3";"0,0";"2,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243250;1;01/12/2023;1;"103,1";"249,7";9;9;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,9";"103,1";"64,3";"3,5";"14,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"34,5";"13,4";"0,0";"4,1";"0,0";"0,0";"0,0";"4,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2243250;1;01/11/2023;1;"62,7";"237,9";25;15;1;1;1;;0;"9,6";"0,0";"0,0";"1,3";"0,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"20,5";"1,3";"0,0";"0,0";"0,0";"31,5";"21,3";"2,5";"12,7";"35,7";"62,7";"1,3";"4,3";"1,5";"31,2";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2243250;1;01/10/2023;1;"74,7";"359,5";14;;1;1;0;;0;"11,4";"31,2";"11,3";"0,0";"1,7";"23,1";"11,3";"11,2";"41,4";"1,7";"4,1";"0,0";"34,1";"74,7";"5,6";"13,3";"0,0";"3,7";"21,2";"22,7";"0,5";"2,4";;;"0,9";"4,3";"15,9";"0,5";"0,0";"11,3";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1
2243250;1;01/09/2023;1;"23,0";"117,4";16;9;1;1;1;;0;"0,0";"0,0";"1,3";"0,0";"0,0";"6,5";"10,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"22,5";"23,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,3";"14,5";"15,4";"11,3";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
