Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:2242027


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2242027;1;01/06/2024;1;"7,2";"13,2";30;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,0";"0,0";"7,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2242027;1;01/05/2024;1;"16,0";"16,6";26;2;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"16,0";"0,6";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/04/2024;1;"9,2";"20,0";27;3;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,7";"0,0";"0,0";"0,0";"8,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"9,2";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2242027;1;01/03/2024;1;"59,0";"233,6";6;17;1;1;1;;0;"15,0";"0,0";"6,8";"10,0";"0,0";"59,0";"8,4";"10,0";"15,0";"18,0";"0,0";"6,8";"0,0";"0,0";"4,8";"0,0";"9,1";"10,0";"25,6";"8,7";"0,0";"0,0";"6,8";"0,0";"10,0";"9,6";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/02/2024;1;"38,7";"233,7";20;15;1;1;1;;0;"10,8";"0,0";"32,5";"26,2";"0,0";"0,0";"0,0";"0,8";"0,4";"0,0";"10,0";"0,0";"0,0";"0,0";"19,2";"18,9";"0,0";"0,0";"9,8";"38,7";"11,8";"24,0";"0,0";"6,1";"0,0";"6,7";"17,8";"0,0";"0,0";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2242027;1;01/01/2024;1;"46,8";"226,9";4;14;1;1;1;;0;"0,0";"0,0";"0,0";"46,8";"0,0";"0,0";"0,0";"0,0";"0,0";"8,7";"0,0";"0,0";"8,7";"11,2";"9,5";"0,0";"19,5";"0,0";"8,6";"0,0";"30,0";"0,0";"8,1";"20,9";"31,5";"0,0";"0,0";"12,6";"0,0";"10,0";"0,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/12/2023;1;"15,6";"76,2";13;9;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"6,8";"4,5";"8,9";"11,2";"0,0";"0,0";"0,0";"9,2";"15,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,3";"3,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,3";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/11/2023;1;"24,7";"242,8";6;21;1;1;1;;0;"0,9";"13,0";"0,0";"20,7";"2,5";"24,7";"21,2";"0,0";"0,0";"21,3";"17,6";"10,0";"22,0";"11,0";"9,0";"10,0";"9,0";"3,1";"8,7";"0,8";"0,0";"16,1";"0,0";"10,0";"0,0";"0,9";"0,0";"0,0";"10,3";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2242027;1;01/10/2023;1;"27,0";"183,7";25;9;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"2,5";"24,2";"0,0";"0,0";"0,0";"21,3";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"16,1";"0,0";"0,0";"27,0";"24,0";"24,0";"26,0";"0,0";"18,6";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/09/2023;1;"27,5";"44,4";15;5;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,1";"0,2";"0,0";"10,0";"0,0";"0,0";"0,0";"0,0";"27,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,6";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2242027;1;01/08/2023;1;"25,0";"67,1";26;8;1;1;1;;0;"6,0";"2,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,7";"0,0";"0,0";"25,0";"20,0";"12,2";"0,2";"0,9";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/07/2023;1;"12,0";"14,9";21;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,5";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,6";"0,8";"12,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/06/2023;1;"15,0";"27,5";17;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,6";"8,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"15,0";"3,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2242027;1;01/05/2023;1;"12,6";"31,4";10;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"12,6";"8,2";"10,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2242027;1;01/04/2023;1;"14,6";"106,1";13;13;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"12,8";"8,7";"6,2";"0,0";"0,0";"0,0";"0,0";"14,6";"12,1";"0,0";"13,1";"0,0";"0,0";"0,0";"0,9";"10,2";"0,5";"0,0";"0,0";"0,0";"13,0";"0,7";"12,5";"0,8";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
